Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
29,UCLA,2.02,Masters,Miami,F,0.0,1,0.0,4,Hardware Engineer,03/19,02/21,Machine Learning Engineer,07/18,10/21,Software Engineer,07/16,10/17,4.12
30,Boston University,1.07,Bachelors,Boston,,0.0,0,1.0,2,Hardware Engineer,02/20,05/22,Hardware Engineer,12/16,07/19,Software Tester,03/16,07/17,6.54
31,Boston College,1.94,Bachelors,Los Angeles,F,,0,1.0,0,Machine Learning Engineer,03/19,01/21,Data Scientist,11/18,03/20,Research Scientist,04/14,02/17,9.75
32,UC Berkeley,3.17,PhD,Los Angeles,,,0,1.0,1,Data Analyst,10/19,05/23,Quantitative Analyst,07/18,07/21,Quantitative Analyst,03/14,09/19,2.91
33,University of Rhode Island,3.19,PhD,New York,F,,1,1.0,2,Data Analyst,09/19,11/22,Hardware Engineer,06/17,09/20,Hardware Engineer,03/16,09/18,4.98
34,Harvard University,2.43,Bachelors,Las Vegas,F,0.0,1,,1,Quantitative Analyst,05/20,10/23,Quantitative Analyst,09/17,07/21,Hardware Engineer,10/15,04/19,0.02
35,Boston University,2.51,PhD,Los Angeles,M,0.0,1,1.0,3,Quantitative Analyst,02/20,09/21,Hardware Engineer,07/18,06/19,Hardware Engineer,10/16,07/18,3.39
36,State Providence College,1.01,Masters,Washington,F,0.0,0,,0,Hardware Engineer,06/20,10/23,Data Scientist,05/17,02/20,Software Tester,04/14,07/19,7.88
37,Brown University,2.98,Masters,Chicago,F,1.0,1,0.0,2,Research Scientist,08/19,01/23,Hardware Engineer,05/18,07/19,Software Tester,06/15,04/19,0.21
38,Boston University,1.3,PhD,San Francisco,F,1.0,0,1.0,2,Software Engineer,03/20,12/21,Research Scientist,05/18,08/21,Research Scientist,03/15,10/17,6.76
39,Providence University,1.22,Bachelors,Miami,M,,0,,1,Research Scientist,03/20,09/22,Data Analyst,09/18,09/19,Data Scientist,08/14,08/17,5.91
40,Brown University,1.18,PhD,Boston,,0.0,0,,2,Data Scientist,11/20,05/22,Machine Learning Engineer,09/18,09/19,Software Engineer,10/15,04/17,3.2
41,MIT,2.25,Masters,Boston,F,0.0,1,,3,Software Tester,06/19,08/23,Data Analyst,09/17,02/21,Machine Learning Engineer,09/14,03/18,3.2
42,MIT,2.79,PhD,Miami,,1.0,0,0.0,3,Quantitative Analyst,01/19,05/23,Data Analyst,07/17,09/21,Software Engineer,10/16,02/19,8.69
43,Boston College,1.76,Masters,Boston,M,1.0,0,0.0,3,Research Scientist,03/20,10/22,Data Scientist,12/17,08/19,Software Engineer,09/15,01/17,9.78
44,Boston College,2.23,PhD,Chicago,,1.0,0,0.0,1,Data Scientist,07/20,02/22,Software Tester,08/18,12/20,Machine Learning Engineer,09/15,10/18,5.27
45,UCSB,3.47,Masters,Washington,F,1.0,1,0.0,0,Machine Learning Engineer,07/19,01/23,Data Analyst,02/17,11/21,Data Scientist,08/15,02/17,3.86
46,Brown University,3.33,Masters,Boston,F,,1,0.0,1,Machine Learning Engineer,10/20,03/22,Hardware Engineer,04/18,06/19,Data Analyst,10/16,12/17,1.54
47,Brown University,3.15,Masters,San Francisco,F,1.0,1,,4,Software Engineer,03/20,06/21,Data Scientist,12/16,06/21,Data Analyst,05/14,06/18,1.35
48,Northeastern University,2.29,Masters,Chicago,,1.0,1,0.0,3,Quantitative Analyst,11/19,01/23,Research Scientist,03/17,06/20,Machine Learning Engineer,11/15,03/18,4.59
49,University of Rhode Island,1.16,Masters,Boston,M,0.0,0,0.0,0,Data Analyst,05/20,08/22,Quantitative Analyst,03/18,10/20,Research Scientist,09/15,09/18,1.45
50,Boston College,1.99,Bachelors,New York,,1.0,0,1.0,3,Software Tester,07/20,02/21,Software Engineer,02/17,01/21,Machine Learning Engineer,03/14,11/17,7.76
51,Boston University,3.1,Bachelors,Los Angeles,,1.0,1,0.0,3,Quantitative Analyst,06/19,03/21,Quantitative Analyst,02/17,02/20,Software Tester,02/16,01/19,2.75
52,State Providence College,1.97,Bachelors,Washington,,0.0,1,,1,Quantitative Analyst,12/19,07/21,Software Engineer,11/17,09/20,Data Scientist,05/15,08/18,5.29
53,Boston University,2.67,Masters,Miami,M,1.0,0,1.0,1,Data Scientist,03/19,01/22,Hardware Engineer,01/17,06/21,Software Engineer,05/15,03/18,2.49
54,Columbia University,1.27,Bachelors,Miami,F,1.0,0,,3,Data Scientist,02/19,01/21,Data Analyst,07/18,12/19,Quantitative Analyst,11/15,07/18,5.7
55,MIT,2.9,PhD,Las Vegas,F,1.0,0,0.0,1,Software Engineer,06/19,11/21,Machine Learning Engineer,07/17,01/19,Quantitative Analyst,12/13,06/19,4.91
56,UC Berkeley,2.15,Bachelors,Los Angeles,,,0,1.0,3,Data Scientist,05/20,07/23,Quantitative Analyst,04/18,02/20,Software Engineer,09/14,01/17,4.69
57,MIT,1.28,Masters,New York,F,1.0,1,,4,Data Analyst,02/19,04/23,Data Analyst,04/18,01/19,Machine Learning Engineer,07/14,07/18,0.49
58,MIT,2.84,Bachelors,Boston,F,0.0,0,,4,Hardware Engineer,05/19,01/22,Machine Learning Engineer,03/18,10/20,Machine Learning Engineer,02/14,07/19,1.37
59,Providence College,3.63,Bachelors,San Francisco,M,,0,0.0,4,Hardware Engineer,12/19,07/21,Data Analyst,05/17,05/20,Machine Learning Engineer,07/14,11/18,9.81
60,University of Rhode Island,2.22,Masters,Providence,M,0.0,1,1.0,1,Quantitative Analyst,07/20,02/21,Quantitative Analyst,03/17,07/21,Research Scientist,04/16,12/17,3.95
61,Columbia University,2.65,Bachelors,Miami,,,1,0.0,2,Quantitative Analyst,11/19,09/22,Quantitative Analyst,07/17,03/20,Data Scientist,04/16,09/18,8.32
62,Providence College,3.95,Bachelors,Providence,F,1.0,0,,2,Quantitative Analyst,09/19,08/21,Data Analyst,08/17,11/20,Quantitative Analyst,10/16,01/19,2.55
63,Boston University,2.64,Bachelors,Boston,,1.0,0,0.0,0,Software Tester,08/20,05/22,Machine Learning Engineer,08/18,04/19,Research Scientist,05/15,03/18,6.73
64,Providence State University,1.66,Bachelors,New York,M,,0,,0,Software Tester,11/20,01/22,Hardware Engineer,07/17,10/21,Software Tester,12/14,05/19,9.25
65,Bryant University,2.34,Bachelors,Providence,M,,1,0.0,1,Quantitative Analyst,05/20,12/21,Machine Learning Engineer,05/17,09/20,Research Scientist,07/16,11/19,3.61
66,Brown University,3.71,Bachelors,Chicago,M,0.0,1,,2,Software Engineer,12/19,03/22,Machine Learning Engineer,04/17,10/20,Software Tester,03/14,05/18,3.29
67,Providence University,2.76,Masters,Providence,F,,1,0.0,0,Data Scientist,08/19,08/22,Data Scientist,04/17,01/19,Research Scientist,05/15,10/17,7.76
68,Columbia University,2.99,Bachelors,Chicago,M,0.0,1,1.0,2,Quantitative Analyst,12/19,07/22,Software Tester,09/17,01/21,Machine Learning Engineer,09/15,09/17,4.33
69,Harvard University,1.51,PhD,Las Vegas,,,1,,3,Data Analyst,05/19,07/21,Software Tester,12/16,09/20,Software Tester,09/14,01/19,2.09
70,Providence School,2.82,Bachelors,Los Angeles,F,,0,0.0,4,Hardware Engineer,04/20,01/21,Software Engineer,11/17,02/20,Software Engineer,10/15,07/18,3.72
71,MIT,3.68,PhD,Chicago,F,0.0,0,1.0,1,Machine Learning Engineer,11/20,07/22,Machine Learning Engineer,04/17,12/20,Hardware Engineer,11/14,07/18,0.35
72,Columbia University,3.52,Bachelors,Boston,M,0.0,1,,1,Data Scientist,02/19,09/23,Hardware Engineer,06/18,08/21,Quantitative Analyst,03/14,11/18,3.82
73,Providence School,2.17,PhD,Miami,F,,0,1.0,0,Quantitative Analyst,05/20,05/22,Data Analyst,11/18,03/21,Software Engineer,02/14,10/19,3.33
74,State Providence College,2.55,PhD,Boston,,1.0,1,,0,Software Engineer,03/19,10/23,Software Engineer,02/18,06/21,Quantitative Analyst,05/15,07/17,7.44
75,Brown University,3.58,Bachelors,Washington,F,0.0,0,0.0,3,Software Engineer,12/19,03/21,Quantitative Analyst,03/17,10/19,Software Engineer,12/15,10/19,0.84
76,Boston College,2.75,Masters,Miami,,1.0,0,,1,Research Scientist,08/20,08/21,Data Scientist,06/18,12/20,Machine Learning Engineer,12/13,11/19,0.54
77,UCSB,2.97,PhD,Providence,,0.0,0,0.0,4,Quantitative Analyst,03/20,04/21,Software Tester,04/18,09/21,Software Engineer,06/15,07/19,4.42
78,Providence University,2.67,Bachelors,Washington,F,0.0,0,,4,Research Scientist,05/20,04/21,Quantitative Analyst,03/17,03/19,Research Scientist,08/16,01/18,6.67
79,Providence State University,3.19,PhD,Providence,M,1.0,0,,1,Research Scientist,03/19,04/21,Data Analyst,03/17,12/20,Software Engineer,05/15,06/19,2.2
80,MIT,3.65,Bachelors,Las Vegas,F,,0,0.0,2,Machine Learning Engineer,04/19,09/22,Software Tester,05/17,03/19,Data Scientist,10/16,07/18,5.33
81,University of Rhode Island,1.22,PhD,Philadelphia,F,,1,,2,Hardware Engineer,05/19,10/21,Data Scientist,02/18,05/20,Data Analyst,06/16,07/17,0.68
82,Brown University,2.03,PhD,San Francisco,,1.0,1,0.0,1,Software Tester,02/19,04/23,Data Scientist,01/18,01/20,Data Analyst,11/16,08/19,7.48
83,Providence University,3.36,Masters,Miami,F,,0,,2,Data Analyst,04/19,01/23,Software Tester,08/17,06/21,Hardware Engineer,03/16,03/18,6.45
84,Providence School,3.1,Bachelors,Boston,F,,0,,0,Hardware Engineer,09/19,10/21,Machine Learning Engineer,09/18,06/19,Software Tester,01/16,05/18,0.78
85,Providence University,2.47,PhD,New York,M,0.0,1,,4,Data Analyst,09/19,03/22,Hardware Engineer,06/18,12/20,Data Analyst,09/14,07/17,9.98
86,Providence School,2.23,PhD,San Francisco,F,1.0,0,0.0,4,Data Analyst,11/19,10/22,Research Scientist,12/16,12/19,Data Analyst,05/15,09/18,1.8
87,Providence University,3.7,Bachelors,Providence,M,0.0,1,1.0,2,Research Scientist,05/19,11/23,Software Tester,01/17,04/21,Data Scientist,01/16,10/19,6.94
88,Bryant University,3.06,PhD,Los Angeles,M,1.0,1,0.0,3,Data Scientist,07/19,05/21,Machine Learning Engineer,11/17,06/21,Quantitative Analyst,03/15,07/17,6.04
89,Boston University,3.44,PhD,Los Angeles,M,1.0,1,0.0,4,Hardware Engineer,11/19,04/23,Machine Learning Engineer,05/18,10/20,Hardware Engineer,02/16,03/17,1.86
90,Providence College,2.02,PhD,San Francisco,M,,1,0.0,0,Software Engineer,08/19,08/23,Quantitative Analyst,09/18,09/20,Machine Learning Engineer,09/15,09/19,4.45
91,UCLA,3.5,Masters,Chicago,,1.0,0,,2,Quantitative Analyst,02/20,04/22,Machine Learning Engineer,01/17,12/20,Research Scientist,12/13,06/18,2.49
92,Northeastern University,3.93,PhD,Los Angeles,,0.0,0,0.0,1,Software Engineer,06/19,06/21,Software Tester,01/17,01/21,Hardware Engineer,07/15,06/18,8.13
93,Columbia University,2.94,PhD,Providence,,1.0,1,,1,Software Engineer,02/19,02/21,Machine Learning Engineer,05/18,05/20,Data Analyst,06/14,09/19,1.97
94,Boston College,2.47,Masters,Providence,M,,1,,1,Research Scientist,11/20,11/23,Machine Learning Engineer,10/17,04/21,Software Engineer,03/16,05/19,1.65
95,Boston College,1.57,Bachelors,Las Vegas,M,,1,1.0,0,Research Scientist,01/19,05/21,Software Engineer,01/18,05/20,Software Engineer,05/14,11/19,9.57
96,Providence State University,3.92,Masters,Philadelphia,M,0.0,1,0.0,1,Machine Learning Engineer,07/20,10/22,Hardware Engineer,04/18,03/19,Software Engineer,03/15,06/19,2.29
97,Providence College,3.57,PhD,Chicago,,,0,0.0,3,Quantitative Analyst,10/20,03/22,Research Scientist,11/17,07/19,Hardware Engineer,02/15,07/18,5.91
98,Northeastern University,2.42,Masters,Washington,M,,1,0.0,4,Data Scientist,10/19,12/21,Software Engineer,01/18,01/21,Hardware Engineer,05/16,01/19,7.77
99,Harvard University,2.01,Bachelors,Philadelphia,F,,1,1.0,2,Hardware Engineer,05/19,09/23,Machine Learning Engineer,09/17,07/19,Quantitative Analyst,05/16,01/19,6.82
100,Bryant University,2.69,PhD,Providence,M,,0,,2,Quantitative Analyst,02/19,02/22,Machine Learning Engineer,08/17,04/19,Machine Learning Engineer,10/15,07/19,4.63
101,UCLA,1.5,Bachelors,San Francisco,M,0.0,1,,1,Machine Learning Engineer,03/20,04/22,Hardware Engineer,11/18,08/20,Data Analyst,05/15,09/18,8.54
102,UCLA,1.2,Bachelors,New York,F,,1,0.0,4,Data Scientist,04/20,10/23,Research Scientist,07/17,02/21,Machine Learning Engineer,09/16,10/18,8.49
103,Brown University,2.77,PhD,Providence,M,1.0,1,0.0,3,Data Analyst,02/19,11/22,Machine Learning Engineer,09/17,10/19,Research Scientist,05/14,06/19,1.58
104,Bryant University,3.39,Bachelors,Washington,M,1.0,0,1.0,1,Software Engineer,06/19,11/21,Research Scientist,12/17,10/21,Machine Learning Engineer,10/14,08/17,5.22
105,UCSB,3.88,PhD,San Francisco,,0.0,0,,0,Quantitative Analyst,05/19,01/23,Research Scientist,09/18,02/21,Data Scientist,11/16,07/17,5.9
106,Boston University,2.79,Masters,Boston,,0.0,0,0.0,0,Software Engineer,07/20,10/21,Machine Learning Engineer,12/16,07/19,Research Scientist,06/16,12/17,5.34
107,Providence School,3.25,Masters,Providence,M,,0,,1,Software Tester,07/19,04/22,Hardware Engineer,10/17,01/19,Machine Learning Engineer,11/15,01/19,7.91
108,Providence College,3.75,PhD,Los Angeles,,1.0,1,,1,Hardware Engineer,06/19,11/22,Hardware Engineer,09/18,07/21,Software Tester,01/15,08/17,5.41
109,UCLA,1.61,PhD,Los Angeles,F,,1,1.0,0,Data Scientist,06/19,09/21,Hardware Engineer,03/17,06/19,Quantitative Analyst,12/15,11/19,8.81
110,MIT,1.24,Bachelors,Chicago,,0.0,0,1.0,2,Quantitative Analyst,12/19,02/22,Data Scientist,09/17,06/21,Data Scientist,04/15,03/17,4.75
111,Boston University,3.93,PhD,Providence,F,0.0,0,0.0,3,Machine Learning Engineer,07/20,09/23,Quantitative Analyst,01/18,11/19,Machine Learning Engineer,05/15,01/19,0.21
112,Boston College,3.06,Masters,Philadelphia,M,0.0,0,1.0,0,Software Engineer,11/20,01/22,Hardware Engineer,10/18,01/19,Quantitative Analyst,07/14,10/17,4.88
113,University of Rhode Island,2.92,Masters,Las Vegas,F,1.0,0,1.0,1,Data Scientist,12/18,11/21,Machine Learning Engineer,02/18,04/20,Data Scientist,09/16,05/19,4.05
114,Columbia University,3.75,Masters,Boston,F,0.0,1,,3,Software Tester,09/20,07/21,Machine Learning Engineer,10/18,05/20,Data Scientist,09/15,09/17,3.6
115,UC Berkeley,2.05,PhD,Washington,M,,1,,3,Data Analyst,01/19,09/23,Quantitative Analyst,12/17,10/19,Hardware Engineer,09/16,09/17,0.18
116,University of Rhode Island,2.19,Masters,Las Vegas,M,1.0,0,1.0,2,Data Scientist,06/19,08/23,Machine Learning Engineer,06/17,03/21,Data Analyst,10/15,11/19,3.42
117,UC Berkeley,1.89,Bachelors,Providence,F,,1,,4,Software Tester,01/19,01/23,Data Scientist,12/17,05/20,Quantitative Analyst,11/16,04/18,6.77
118,Providence College,2.19,PhD,Boston,,1.0,0,0.0,4,Quantitative Analyst,01/19,01/22,Software Tester,06/17,04/19,Software Engineer,02/14,02/17,1.94
119,Brown University,2.91,Masters,Washington,,0.0,0,1.0,4,Data Analyst,01/20,08/23,Machine Learning Engineer,09/18,03/20,Research Scientist,10/16,04/17,5.24
120,UCSB,3.97,Masters,Washington,F,0.0,0,,4,Hardware Engineer,07/19,07/22,Machine Learning Engineer,08/17,12/20,Machine Learning Engineer,12/14,03/17,4.89
121,UC Berkeley,1.75,Masters,San Francisco,,1.0,0,1.0,1,Machine Learning Engineer,08/19,03/21,Data Analyst,05/18,02/20,Quantitative Analyst,05/16,07/17,4.69
122,Providence College,1.99,Masters,Chicago,,,0,,3,Software Engineer,02/19,05/22,Data Scientist,07/18,07/19,Quantitative Analyst,09/14,07/19,7.87
123,Providence University,1.31,Masters,New York,F,,0,,3,Data Scientist,10/19,12/21,Hardware Engineer,09/18,12/20,Hardware Engineer,02/16,08/19,2.14
124,University of Rhode Island,3.24,PhD,Los Angeles,,,1,1.0,0,Software Tester,07/19,07/23,Data Scientist,10/18,09/21,Software Engineer,12/13,05/19,5.77
125,Columbia University,2.78,PhD,Las Vegas,M,1.0,0,1.0,0,Machine Learning Engineer,02/19,03/21,Data Scientist,03/18,06/20,Software Tester,11/14,11/17,9.76
126,Brown University,2.43,PhD,San Francisco,,0.0,0,,3,Hardware Engineer,01/20,04/22,Machine Learning Engineer,12/16,12/19,Software Engineer,11/16,03/17,9.83
127,MIT,1.62,Masters,Washington,M,,1,1.0,0,Hardware Engineer,10/20,01/21,Hardware Engineer,11/17,10/20,Data Analyst,02/15,05/19,6.9
128,UC Berkeley,3.63,PhD,Chicago,,0.0,0,1.0,4,Data Analyst,10/20,01/23,Research Scientist,12/17,09/19,Data Scientist,08/15,03/17,1.83
129,Providence School,2.85,Bachelors,Boston,M,0.0,0,1.0,3,Hardware Engineer,04/20,01/23,Hardware Engineer,09/17,01/20,Quantitative Analyst,02/16,01/17,6.91
130,UCLA,1.7,Bachelors,Philadelphia,M,0.0,1,0.0,3,Data Analyst,01/19,10/23,Software Engineer,02/18,03/21,Hardware Engineer,05/15,11/17,9.12
131,Boston College,3.35,Bachelors,Washington,M,1.0,1,,1,Data Scientist,06/20,05/23,Data Analyst,06/17,10/21,Hardware Engineer,11/15,05/17,0.44
132,UCLA,1.86,Masters,Las Vegas,,0.0,1,,2,Quantitative Analyst,01/19,08/23,Software Tester,05/17,09/20,Software Tester,07/14,02/19,1.44
133,State Providence College,3.68,Bachelors,Providence,,0.0,0,1.0,0,Data Scientist,04/19,04/23,Hardware Engineer,11/17,07/21,Data Analyst,01/14,03/18,1.44
134,University of Rhode Island,1.2,Masters,Philadelphia,F,1.0,0,,1,Data Scientist,03/20,09/23,Research Scientist,12/17,01/21,Machine Learning Engineer,10/15,11/18,6.66
135,UCSB,1.52,PhD,Miami,M,0.0,1,0.0,2,Data Scientist,09/20,07/23,Software Tester,01/17,03/21,Quantitative Analyst,11/16,06/19,0.13
136,Northeastern University,2.25,PhD,Los Angeles,M,,1,,2,Data Analyst,05/19,03/23,Quantitative Analyst,06/18,09/19,Quantitative Analyst,11/15,06/19,1.61
137,Providence School,1.89,PhD,Los Angeles,F,0.0,0,0.0,1,Research Scientist,11/20,10/21,Software Tester,10/18,11/20,Hardware Engineer,11/16,06/17,2.5
138,University of Rhode Island,1.62,Bachelors,Providence,M,1.0,1,0.0,2,Software Tester,04/20,04/23,Software Tester,02/18,05/19,Machine Learning Engineer,12/14,05/19,1.62
139,UCSB,2.47,Masters,Los Angeles,F,1.0,0,0.0,1,Data Scientist,04/19,01/22,Research Scientist,03/18,09/21,Software Engineer,10/16,04/19,0.83
140,Bryant University,3.33,Masters,New York,,0.0,1,,0,Software Tester,06/19,12/22,Software Tester,06/18,10/20,Data Analyst,07/16,03/17,0.3
141,MIT,2.67,Bachelors,Miami,M,1.0,1,0.0,0,Software Engineer,02/20,04/23,Quantitative Analyst,11/17,06/19,Quantitative Analyst,07/14,12/18,5.29
142,Bryant University,3.81,Bachelors,Washington,M,,0,1.0,2,Data Analyst,06/19,04/23,Research Scientist,10/18,10/20,Software Tester,03/15,10/17,7.55
143,Providence School,2.27,Bachelors,Boston,F,1.0,1,1.0,2,Machine Learning Engineer,01/20,01/21,Quantitative Analyst,05/17,02/20,Software Tester,06/14,08/17,7.24
144,Bryant University,1.35,Bachelors,Las Vegas,F,1.0,1,,4,Research Scientist,09/19,07/21,Hardware Engineer,01/17,04/20,Software Engineer,05/15,08/19,7.47
145,UCSB,1.54,PhD,Philadelphia,,0.0,0,,3,Hardware Engineer,08/19,03/21,Software Tester,04/18,08/20,Hardware Engineer,02/14,07/17,9.34
146,Brown University,3.39,Masters,Los Angeles,,1.0,0,1.0,0,Quantitative Analyst,11/20,08/22,Data Analyst,07/18,04/20,Data Scientist,04/16,01/17,1.04
147,Boston University,3.46,Bachelors,Miami,M,1.0,0,1.0,1,Hardware Engineer,07/20,11/23,Hardware Engineer,11/18,11/21,Software Tester,01/15,07/17,7.06
148,Brown University,1.69,Bachelors,Boston,F,1.0,1,0.0,3,Hardware Engineer,04/19,02/22,Data Scientist,02/18,04/21,Data Analyst,06/16,11/17,8.87
149,Providence College,2.49,Bachelors,Boston,F,,0,0.0,3,Data Scientist,09/20,07/22,Quantitative Analyst,03/17,09/21,Research Scientist,12/13,05/19,4.19
150,State Providence College,1.35,Bachelors,Providence,,0.0,0,1.0,2,Research Scientist,05/20,05/23,Software Tester,03/17,08/20,Machine Learning Engineer,09/15,02/18,8.34
151,Providence University,3.38,PhD,Providence,,0.0,0,0.0,3,Research Scientist,06/20,02/23,Software Engineer,04/18,01/19,Software Tester,11/15,10/19,1.68
152,Providence School,1.39,Bachelors,Miami,F,0.0,1,0.0,0,Data Analyst,07/20,09/23,Software Tester,01/18,02/21,Hardware Engineer,10/14,07/18,7.18
153,UC Berkeley,3.85,Masters,Philadelphia,M,1.0,1,1.0,2,Software Engineer,06/19,02/21,Hardware Engineer,08/17,09/21,Software Engineer,09/14,12/17,8.9
154,Harvard University,3.53,Masters,Las Vegas,F,0.0,1,,0,Software Engineer,05/20,09/21,Research Scientist,02/18,04/19,Research Scientist,06/15,11/18,6.71
155,UCLA,3.12,PhD,Miami,,,0,0.0,4,Machine Learning Engineer,02/20,04/22,Research Scientist,11/18,05/19,Machine Learning Engineer,02/14,05/18,3.38
156,Providence University,3.71,Bachelors,New York,,,1,1.0,4,Software Engineer,07/19,06/23,Machine Learning Engineer,04/17,01/20,Software Engineer,10/15,07/18,8.62
157,UC Berkeley,1.41,Bachelors,Los Angeles,F,0.0,0,1.0,1,Hardware Engineer,07/20,09/21,Quantitative Analyst,01/18,11/19,Data Scientist,08/15,03/17,8.01
158,Providence University,1.98,Bachelors,Los Angeles,F,0.0,1,0.0,4,Research Scientist,06/20,06/23,Machine Learning Engineer,02/18,07/19,Quantitative Analyst,01/15,02/17,8.18
159,State Providence College,1.65,PhD,Las Vegas,F,,1,,3,Software Tester,02/20,02/23,Software Tester,10/18,09/21,Data Scientist,10/15,03/18,6.42
160,Providence State University,1.71,Bachelors,Los Angeles,F,,0,1.0,1,Research Scientist,01/20,12/22,Data Scientist,03/18,07/19,Data Analyst,08/16,02/17,6.09
