Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
22,Brown University,3.08,Masters,Chicago,F,,0,1.0,1,Data Analyst,06/19,04/22,Machine Learning Engineer,05/18,03/19,Data Scientist,02/16,11/19,6.29
23,UCLA,1.16,Masters,Chicago,F,1.0,1,0.0,0,Software Tester,12/19,02/21,Software Engineer,07/17,12/20,Machine Learning Engineer,09/15,09/18,6.1
24,Harvard University,2.48,Masters,Los Angeles,F,1.0,0,1.0,4,Machine Learning Engineer,02/20,06/23,Data Analyst,12/16,10/21,Data Scientist,12/13,02/18,3.8
25,Providence College,1.79,PhD,Los Angeles,F,1.0,0,,2,Software Tester,12/19,08/22,Data Scientist,09/17,09/20,Software Tester,09/14,09/17,2.17
26,Boston College,3.78,Bachelors,Washington,F,1.0,0,0.0,0,Data Scientist,05/20,07/21,Software Engineer,12/16,10/19,Software Tester,12/14,06/19,2.87
27,UC Berkeley,1.96,PhD,Miami,F,0.0,1,1.0,2,Software Tester,08/19,06/23,Hardware Engineer,07/17,10/19,Data Analyst,07/14,08/17,4.67
28,Providence University,3.24,Bachelors,San Francisco,F,1.0,1,,2,Data Scientist,04/20,10/23,Quantitative Analyst,07/18,03/20,Data Analyst,03/14,01/19,8.86
29,UCLA,2.02,Masters,Miami,F,0.0,1,0.0,4,Hardware Engineer,03/19,02/21,Machine Learning Engineer,07/18,10/21,Software Engineer,07/16,10/17,7.59
30,Boston University,1.07,Bachelors,Boston,,0.0,0,1.0,2,Hardware Engineer,02/20,05/22,Hardware Engineer,12/16,07/19,Software Tester,03/16,07/17,8.61
31,Boston College,1.94,Bachelors,Los Angeles,F,,0,1.0,0,Machine Learning Engineer,03/19,01/21,Data Scientist,11/18,03/20,Research Scientist,04/14,02/17,4.61
32,UC Berkeley,3.17,PhD,Los Angeles,F,,0,1.0,1,Data Analyst,10/19,05/23,Quantitative Analyst,07/18,07/21,Quantitative Analyst,03/14,09/19,8.74
33,University of Rhode Island,3.19,PhD,New York,F,,1,1.0,2,Data Analyst,09/19,11/22,Hardware Engineer,06/17,09/20,Hardware Engineer,03/16,09/18,7.59
34,Harvard University,2.43,Bachelors,Las Vegas,F,0.0,1,,1,Quantitative Analyst,05/20,10/23,Quantitative Analyst,09/17,07/21,Hardware Engineer,10/15,04/19,8.05
35,Boston University,2.51,PhD,Los Angeles,F,0.0,1,1.0,3,Quantitative Analyst,02/20,09/21,Hardware Engineer,07/18,06/19,Hardware Engineer,10/16,07/18,5.01
36,State Providence College,1.01,Masters,Washington,F,0.0,0,,0,Hardware Engineer,06/20,10/23,Data Scientist,05/17,02/20,Software Tester,04/14,07/19,8.06
37,Brown University,2.98,Masters,Chicago,F,1.0,1,0.0,2,Research Scientist,08/19,01/23,Hardware Engineer,05/18,07/19,Software Tester,06/15,04/19,2.7
38,Boston University,1.3,PhD,San Francisco,F,1.0,0,1.0,2,Software Engineer,03/20,12/21,Research Scientist,05/18,08/21,Research Scientist,03/15,10/17,7.39
39,Providence University,1.22,Bachelors,Miami,F,,0,,1,Research Scientist,03/20,09/22,Data Analyst,09/18,09/19,Data Scientist,08/14,08/17,4.47
40,Brown University,1.18,PhD,Boston,F,0.0,0,,2,Data Scientist,11/20,05/22,Machine Learning Engineer,09/18,09/19,Software Engineer,10/15,04/17,2.97
41,MIT,2.25,Masters,Boston,F,0.0,1,,3,Software Tester,06/19,08/23,Data Analyst,09/17,02/21,Machine Learning Engineer,09/14,03/18,9.82
42,MIT,2.79,PhD,Miami,F,1.0,0,0.0,3,Quantitative Analyst,01/19,05/23,Data Analyst,07/17,09/21,Software Engineer,10/16,02/19,3.75
43,Boston College,1.76,Masters,Boston,M,1.0,0,0.0,3,Research Scientist,03/20,10/22,Data Scientist,12/17,08/19,Software Engineer,09/15,01/17,3.66
44,Boston College,2.23,PhD,Chicago,F,1.0,0,0.0,1,Data Scientist,07/20,02/22,Software Tester,08/18,12/20,Machine Learning Engineer,09/15,10/18,6.34
45,UCSB,3.47,Masters,Washington,F,1.0,1,0.0,0,Machine Learning Engineer,07/19,01/23,Data Analyst,02/17,11/21,Data Scientist,08/15,02/17,5.41
46,Brown University,3.33,Masters,Boston,F,,1,0.0,1,Machine Learning Engineer,10/20,03/22,Hardware Engineer,04/18,06/19,Data Analyst,10/16,12/17,5.44
47,Brown University,3.15,Masters,San Francisco,F,1.0,1,,4,Software Engineer,03/20,06/21,Data Scientist,12/16,06/21,Data Analyst,05/14,06/18,3.62
48,Northeastern University,2.29,Masters,Chicago,F,1.0,1,0.0,3,Quantitative Analyst,11/19,01/23,Research Scientist,03/17,06/20,Machine Learning Engineer,11/15,03/18,2.2
49,University of Rhode Island,1.16,Masters,Boston,F,0.0,0,0.0,0,Data Analyst,05/20,08/22,Quantitative Analyst,03/18,10/20,Research Scientist,09/15,09/18,0.77
50,Boston College,1.99,Bachelors,New York,F,1.0,0,1.0,3,Software Tester,07/20,02/21,Software Engineer,02/17,01/21,Machine Learning Engineer,03/14,11/17,4.86
51,Boston University,3.1,Bachelors,Los Angeles,F,1.0,1,0.0,3,Quantitative Analyst,06/19,03/21,Quantitative Analyst,02/17,02/20,Software Tester,02/16,01/19,0.28
52,State Providence College,1.97,Bachelors,Washington,F,0.0,1,,1,Quantitative Analyst,12/19,07/21,Software Engineer,11/17,09/20,Data Scientist,05/15,08/18,4.76
53,Boston University,2.67,Masters,Miami,F,1.0,0,1.0,1,Data Scientist,03/19,01/22,Hardware Engineer,01/17,06/21,Software Engineer,05/15,03/18,5.23
54,Columbia University,1.27,Bachelors,Miami,F,1.0,0,,3,Data Scientist,02/19,01/21,Data Analyst,07/18,12/19,Quantitative Analyst,11/15,07/18,9.84
55,MIT,2.9,PhD,Las Vegas,F,1.0,0,0.0,1,Software Engineer,06/19,11/21,Machine Learning Engineer,07/17,01/19,Quantitative Analyst,12/13,06/19,0.9
56,UC Berkeley,2.15,Bachelors,Los Angeles,F,,0,1.0,3,Data Scientist,05/20,07/23,Quantitative Analyst,04/18,02/20,Software Engineer,09/14,01/17,8.07
57,MIT,1.28,Masters,New York,F,1.0,1,,4,Data Analyst,02/19,04/23,Data Analyst,04/18,01/19,Machine Learning Engineer,07/14,07/18,9.99
58,MIT,2.84,Bachelors,Boston,F,0.0,0,,4,Hardware Engineer,05/19,01/22,Machine Learning Engineer,03/18,10/20,Machine Learning Engineer,02/14,07/19,1.88
59,Providence College,3.63,Bachelors,San Francisco,F,,0,0.0,4,Hardware Engineer,12/19,07/21,Data Analyst,05/17,05/20,Machine Learning Engineer,07/14,11/18,4.42
60,University of Rhode Island,2.22,Masters,Providence,F,0.0,1,1.0,1,Quantitative Analyst,07/20,02/21,Quantitative Analyst,03/17,07/21,Research Scientist,04/16,12/17,4.63
61,Columbia University,2.65,Bachelors,Miami,F,,1,0.0,2,Quantitative Analyst,11/19,09/22,Quantitative Analyst,07/17,03/20,Data Scientist,04/16,09/18,4.09
62,Providence College,3.95,Bachelors,Providence,F,1.0,0,,2,Quantitative Analyst,09/19,08/21,Data Analyst,08/17,11/20,Quantitative Analyst,10/16,01/19,1.66
63,Boston University,2.64,Bachelors,Boston,,1.0,0,0.0,0,Software Tester,08/20,05/22,Machine Learning Engineer,08/18,04/19,Research Scientist,05/15,03/18,6.73
64,Providence State University,1.66,Bachelors,New York,F,,0,,0,Software Tester,11/20,01/22,Hardware Engineer,07/17,10/21,Software Tester,12/14,05/19,1.98
65,Bryant University,2.34,Bachelors,Providence,F,,1,0.0,1,Quantitative Analyst,05/20,12/21,Machine Learning Engineer,05/17,09/20,Research Scientist,07/16,11/19,8.62
66,Brown University,3.71,Bachelors,Chicago,F,0.0,1,,2,Software Engineer,12/19,03/22,Machine Learning Engineer,04/17,10/20,Software Tester,03/14,05/18,0.79
67,Providence University,2.76,Masters,Providence,F,,1,0.0,0,Data Scientist,08/19,08/22,Data Scientist,04/17,01/19,Research Scientist,05/15,10/17,9.28
68,Columbia University,2.99,Bachelors,Chicago,F,0.0,1,1.0,2,Quantitative Analyst,12/19,07/22,Software Tester,09/17,01/21,Machine Learning Engineer,09/15,09/17,0.18
69,Harvard University,1.51,PhD,Las Vegas,F,,1,,3,Data Analyst,05/19,07/21,Software Tester,12/16,09/20,Software Tester,09/14,01/19,9.93
70,Providence School,2.82,Bachelors,Los Angeles,F,,0,0.0,4,Hardware Engineer,04/20,01/21,Software Engineer,11/17,02/20,Software Engineer,10/15,07/18,3.91
71,MIT,3.68,PhD,Chicago,F,0.0,0,1.0,1,Machine Learning Engineer,11/20,07/22,Machine Learning Engineer,04/17,12/20,Hardware Engineer,11/14,07/18,7.57
72,Columbia University,3.52,Bachelors,Boston,F,0.0,1,,1,Data Scientist,02/19,09/23,Hardware Engineer,06/18,08/21,Quantitative Analyst,03/14,11/18,3.21
73,Providence School,2.17,PhD,Miami,F,,0,1.0,0,Quantitative Analyst,05/20,05/22,Data Analyst,11/18,03/21,Software Engineer,02/14,10/19,8.35
74,State Providence College,2.55,PhD,Boston,F,1.0,1,,0,Software Engineer,03/19,10/23,Software Engineer,02/18,06/21,Quantitative Analyst,05/15,07/17,6.43
75,Brown University,3.58,Bachelors,Washington,F,0.0,0,0.0,3,Software Engineer,12/19,03/21,Quantitative Analyst,03/17,10/19,Software Engineer,12/15,10/19,0.56
76,Boston College,2.75,Masters,Miami,F,1.0,0,,1,Research Scientist,08/20,08/21,Data Scientist,06/18,12/20,Machine Learning Engineer,12/13,11/19,6.71
77,UCSB,2.97,PhD,Providence,F,0.0,0,0.0,4,Quantitative Analyst,03/20,04/21,Software Tester,04/18,09/21,Software Engineer,06/15,07/19,2.34
78,Providence University,2.67,Bachelors,Washington,F,0.0,0,,4,Research Scientist,05/20,04/21,Quantitative Analyst,03/17,03/19,Research Scientist,08/16,01/18,2.74
79,Providence State University,3.19,PhD,Providence,F,1.0,0,,1,Research Scientist,03/19,04/21,Data Analyst,03/17,12/20,Software Engineer,05/15,06/19,1.77
80,MIT,3.65,Bachelors,Las Vegas,F,,0,0.0,2,Machine Learning Engineer,04/19,09/22,Software Tester,05/17,03/19,Data Scientist,10/16,07/18,9.28
81,University of Rhode Island,1.22,PhD,Philadelphia,F,,1,,2,Hardware Engineer,05/19,10/21,Data Scientist,02/18,05/20,Data Analyst,06/16,07/17,7.52
82,Brown University,2.03,PhD,San Francisco,F,1.0,1,0.0,1,Software Tester,02/19,04/23,Data Scientist,01/18,01/20,Data Analyst,11/16,08/19,8.76
83,Providence University,3.36,Masters,Miami,F,,0,,2,Data Analyst,04/19,01/23,Software Tester,08/17,06/21,Hardware Engineer,03/16,03/18,2.03
84,Providence School,3.1,Bachelors,Boston,F,,0,,0,Hardware Engineer,09/19,10/21,Machine Learning Engineer,09/18,06/19,Software Tester,01/16,05/18,1.63
85,Providence University,2.47,PhD,New York,F,0.0,1,,4,Data Analyst,09/19,03/22,Hardware Engineer,06/18,12/20,Data Analyst,09/14,07/17,9.08
86,Providence School,2.23,PhD,San Francisco,F,1.0,0,0.0,4,Data Analyst,11/19,10/22,Research Scientist,12/16,12/19,Data Analyst,05/15,09/18,1.0
87,Providence University,3.7,Bachelors,Providence,F,0.0,1,1.0,2,Research Scientist,05/19,11/23,Software Tester,01/17,04/21,Data Scientist,01/16,10/19,3.56
88,Bryant University,3.06,PhD,Los Angeles,F,1.0,1,0.0,3,Data Scientist,07/19,05/21,Machine Learning Engineer,11/17,06/21,Quantitative Analyst,03/15,07/17,5.11
89,Boston University,3.44,PhD,Los Angeles,F,1.0,1,0.0,4,Hardware Engineer,11/19,04/23,Machine Learning Engineer,05/18,10/20,Hardware Engineer,02/16,03/17,8.26
90,Providence College,2.02,PhD,San Francisco,F,,1,0.0,0,Software Engineer,08/19,08/23,Quantitative Analyst,09/18,09/20,Machine Learning Engineer,09/15,09/19,1.27
91,UCLA,3.5,Masters,Chicago,F,1.0,0,,2,Quantitative Analyst,02/20,04/22,Machine Learning Engineer,01/17,12/20,Research Scientist,12/13,06/18,8.59
92,Northeastern University,3.93,PhD,Los Angeles,F,0.0,0,0.0,1,Software Engineer,06/19,06/21,Software Tester,01/17,01/21,Hardware Engineer,07/15,06/18,0.27
93,Columbia University,2.94,PhD,Providence,F,1.0,1,,1,Software Engineer,02/19,02/21,Machine Learning Engineer,05/18,05/20,Data Analyst,06/14,09/19,3.09
94,Boston College,2.47,Masters,Providence,F,,1,,1,Research Scientist,11/20,11/23,Machine Learning Engineer,10/17,04/21,Software Engineer,03/16,05/19,4.3
95,Boston College,1.57,Bachelors,Las Vegas,F,,1,1.0,0,Research Scientist,01/19,05/21,Software Engineer,01/18,05/20,Software Engineer,05/14,11/19,4.85
96,Providence State University,3.92,Masters,Philadelphia,F,0.0,1,0.0,1,Machine Learning Engineer,07/20,10/22,Hardware Engineer,04/18,03/19,Software Engineer,03/15,06/19,7.04
97,Providence College,3.57,PhD,Chicago,F,,0,0.0,3,Quantitative Analyst,10/20,03/22,Research Scientist,11/17,07/19,Hardware Engineer,02/15,07/18,7.62
98,Northeastern University,2.42,Masters,Washington,F,,1,0.0,4,Data Scientist,10/19,12/21,Software Engineer,01/18,01/21,Hardware Engineer,05/16,01/19,9.11
99,Harvard University,2.01,Bachelors,Philadelphia,F,,1,1.0,2,Hardware Engineer,05/19,09/23,Machine Learning Engineer,09/17,07/19,Quantitative Analyst,05/16,01/19,3.39
100,Bryant University,2.69,PhD,Providence,F,,0,,2,Quantitative Analyst,02/19,02/22,Machine Learning Engineer,08/17,04/19,Machine Learning Engineer,10/15,07/19,1.67
101,UCLA,1.5,Bachelors,San Francisco,M,0.0,1,,1,Machine Learning Engineer,03/20,04/22,Hardware Engineer,11/18,08/20,Data Analyst,05/15,09/18,5.17
102,UCLA,1.2,Bachelors,New York,F,,1,0.0,4,Data Scientist,04/20,10/23,Research Scientist,07/17,02/21,Machine Learning Engineer,09/16,10/18,5.86
103,Brown University,2.77,PhD,Providence,F,1.0,1,0.0,3,Data Analyst,02/19,11/22,Machine Learning Engineer,09/17,10/19,Research Scientist,05/14,06/19,7.13
104,Bryant University,3.39,Bachelors,Washington,F,1.0,0,1.0,1,Software Engineer,06/19,11/21,Research Scientist,12/17,10/21,Machine Learning Engineer,10/14,08/17,5.01
105,UCSB,3.88,PhD,San Francisco,F,0.0,0,,0,Quantitative Analyst,05/19,01/23,Research Scientist,09/18,02/21,Data Scientist,11/16,07/17,2.36
106,Boston University,2.79,Masters,Boston,F,0.0,0,0.0,0,Software Engineer,07/20,10/21,Machine Learning Engineer,12/16,07/19,Research Scientist,06/16,12/17,0.71
107,Providence School,3.25,Masters,Providence,F,,0,,1,Software Tester,07/19,04/22,Hardware Engineer,10/17,01/19,Machine Learning Engineer,11/15,01/19,9.16
108,Providence College,3.75,PhD,Los Angeles,F,1.0,1,,1,Hardware Engineer,06/19,11/22,Hardware Engineer,09/18,07/21,Software Tester,01/15,08/17,7.57
109,UCLA,1.61,PhD,Los Angeles,F,,1,1.0,0,Data Scientist,06/19,09/21,Hardware Engineer,03/17,06/19,Quantitative Analyst,12/15,11/19,8.45
110,MIT,1.24,Bachelors,Chicago,F,0.0,0,1.0,2,Quantitative Analyst,12/19,02/22,Data Scientist,09/17,06/21,Data Scientist,04/15,03/17,9.67
111,Boston University,3.93,PhD,Providence,F,0.0,0,0.0,3,Machine Learning Engineer,07/20,09/23,Quantitative Analyst,01/18,11/19,Machine Learning Engineer,05/15,01/19,8.51
112,Boston College,3.06,Masters,Philadelphia,F,0.0,0,1.0,0,Software Engineer,11/20,01/22,Hardware Engineer,10/18,01/19,Quantitative Analyst,07/14,10/17,8.85
113,University of Rhode Island,2.92,Masters,Las Vegas,F,1.0,0,1.0,1,Data Scientist,12/18,11/21,Machine Learning Engineer,02/18,04/20,Data Scientist,09/16,05/19,0.72
114,Columbia University,3.75,Masters,Boston,F,0.0,1,,3,Software Tester,09/20,07/21,Machine Learning Engineer,10/18,05/20,Data Scientist,09/15,09/17,3.32
115,UC Berkeley,2.05,PhD,Washington,F,,1,,3,Data Analyst,01/19,09/23,Quantitative Analyst,12/17,10/19,Hardware Engineer,09/16,09/17,6.46
116,University of Rhode Island,2.19,Masters,Las Vegas,F,1.0,0,1.0,2,Data Scientist,06/19,08/23,Machine Learning Engineer,06/17,03/21,Data Analyst,10/15,11/19,3.67
117,UC Berkeley,1.89,Bachelors,Providence,F,,1,,4,Software Tester,01/19,01/23,Data Scientist,12/17,05/20,Quantitative Analyst,11/16,04/18,0.66
118,Providence College,2.19,PhD,Boston,,1.0,0,0.0,4,Quantitative Analyst,01/19,01/22,Software Tester,06/17,04/19,Software Engineer,02/14,02/17,9.94
119,Brown University,2.91,Masters,Washington,F,0.0,0,1.0,4,Data Analyst,01/20,08/23,Machine Learning Engineer,09/18,03/20,Research Scientist,10/16,04/17,1.02
120,UCSB,3.97,Masters,Washington,F,0.0,0,,4,Hardware Engineer,07/19,07/22,Machine Learning Engineer,08/17,12/20,Machine Learning Engineer,12/14,03/17,0.18
121,UC Berkeley,1.75,Masters,San Francisco,F,1.0,0,1.0,1,Machine Learning Engineer,08/19,03/21,Data Analyst,05/18,02/20,Quantitative Analyst,05/16,07/17,6.76
122,Providence College,1.99,Masters,Chicago,F,,0,,3,Software Engineer,02/19,05/22,Data Scientist,07/18,07/19,Quantitative Analyst,09/14,07/19,8.42
123,Providence University,1.31,Masters,New York,F,,0,,3,Data Scientist,10/19,12/21,Hardware Engineer,09/18,12/20,Hardware Engineer,02/16,08/19,1.33
124,University of Rhode Island,3.24,PhD,Los Angeles,F,,1,1.0,0,Software Tester,07/19,07/23,Data Scientist,10/18,09/21,Software Engineer,12/13,05/19,6.1
125,Columbia University,2.78,PhD,Las Vegas,F,1.0,0,1.0,0,Machine Learning Engineer,02/19,03/21,Data Scientist,03/18,06/20,Software Tester,11/14,11/17,4.38
126,Brown University,2.43,PhD,San Francisco,F,0.0,0,,3,Hardware Engineer,01/20,04/22,Machine Learning Engineer,12/16,12/19,Software Engineer,11/16,03/17,6.81
127,MIT,1.62,Masters,Washington,F,,1,1.0,0,Hardware Engineer,10/20,01/21,Hardware Engineer,11/17,10/20,Data Analyst,02/15,05/19,7.77
128,UC Berkeley,3.63,PhD,Chicago,F,0.0,0,1.0,4,Data Analyst,10/20,01/23,Research Scientist,12/17,09/19,Data Scientist,08/15,03/17,5.95
129,Providence School,2.85,Bachelors,Boston,M,0.0,0,1.0,3,Hardware Engineer,04/20,01/23,Hardware Engineer,09/17,01/20,Quantitative Analyst,02/16,01/17,2.06
130,UCLA,1.7,Bachelors,Philadelphia,M,0.0,1,0.0,3,Data Analyst,01/19,10/23,Software Engineer,02/18,03/21,Hardware Engineer,05/15,11/17,4.2
131,Boston College,3.35,Bachelors,Washington,F,1.0,1,,1,Data Scientist,06/20,05/23,Data Analyst,06/17,10/21,Hardware Engineer,11/15,05/17,8.12
132,UCLA,1.86,Masters,Las Vegas,F,0.0,1,,2,Quantitative Analyst,01/19,08/23,Software Tester,05/17,09/20,Software Tester,07/14,02/19,7.22
133,State Providence College,3.68,Bachelors,Providence,F,0.0,0,1.0,0,Data Scientist,04/19,04/23,Hardware Engineer,11/17,07/21,Data Analyst,01/14,03/18,3.65
134,University of Rhode Island,1.2,Masters,Philadelphia,F,1.0,0,,1,Data Scientist,03/20,09/23,Research Scientist,12/17,01/21,Machine Learning Engineer,10/15,11/18,7.28
135,UCSB,1.52,PhD,Miami,F,0.0,1,0.0,2,Data Scientist,09/20,07/23,Software Tester,01/17,03/21,Quantitative Analyst,11/16,06/19,5.93
136,Northeastern University,2.25,PhD,Los Angeles,F,,1,,2,Data Analyst,05/19,03/23,Quantitative Analyst,06/18,09/19,Quantitative Analyst,11/15,06/19,1.61
137,Providence School,1.89,PhD,Los Angeles,F,0.0,0,0.0,1,Research Scientist,11/20,10/21,Software Tester,10/18,11/20,Hardware Engineer,11/16,06/17,9.06
138,University of Rhode Island,1.62,Bachelors,Providence,M,1.0,1,0.0,2,Software Tester,04/20,04/23,Software Tester,02/18,05/19,Machine Learning Engineer,12/14,05/19,8.91
139,UCSB,2.47,Masters,Los Angeles,F,1.0,0,0.0,1,Data Scientist,04/19,01/22,Research Scientist,03/18,09/21,Software Engineer,10/16,04/19,7.97
140,Bryant University,3.33,Masters,New York,F,0.0,1,,0,Software Tester,06/19,12/22,Software Tester,06/18,10/20,Data Analyst,07/16,03/17,3.02
141,MIT,2.67,Bachelors,Miami,F,1.0,1,0.0,0,Software Engineer,02/20,04/23,Quantitative Analyst,11/17,06/19,Quantitative Analyst,07/14,12/18,5.82
142,Bryant University,3.81,Bachelors,Washington,F,,0,1.0,2,Data Analyst,06/19,04/23,Research Scientist,10/18,10/20,Software Tester,03/15,10/17,5.39
143,Providence School,2.27,Bachelors,Boston,F,1.0,1,1.0,2,Machine Learning Engineer,01/20,01/21,Quantitative Analyst,05/17,02/20,Software Tester,06/14,08/17,0.63
144,Bryant University,1.35,Bachelors,Las Vegas,F,1.0,1,,4,Research Scientist,09/19,07/21,Hardware Engineer,01/17,04/20,Software Engineer,05/15,08/19,9.22
145,UCSB,1.54,PhD,Philadelphia,,0.0,0,,3,Hardware Engineer,08/19,03/21,Software Tester,04/18,08/20,Hardware Engineer,02/14,07/17,7.87
146,Brown University,3.39,Masters,Los Angeles,F,1.0,0,1.0,0,Quantitative Analyst,11/20,08/22,Data Analyst,07/18,04/20,Data Scientist,04/16,01/17,7.99
147,Boston University,3.46,Bachelors,Miami,M,1.0,0,1.0,1,Hardware Engineer,07/20,11/23,Hardware Engineer,11/18,11/21,Software Tester,01/15,07/17,7.01
148,Brown University,1.69,Bachelors,Boston,F,1.0,1,0.0,3,Hardware Engineer,04/19,02/22,Data Scientist,02/18,04/21,Data Analyst,06/16,11/17,8.54
149,Providence College,2.49,Bachelors,Boston,F,,0,0.0,3,Data Scientist,09/20,07/22,Quantitative Analyst,03/17,09/21,Research Scientist,12/13,05/19,3.12
150,State Providence College,1.35,Bachelors,Providence,F,0.0,0,1.0,2,Research Scientist,05/20,05/23,Software Tester,03/17,08/20,Machine Learning Engineer,09/15,02/18,3.55
151,Providence University,3.38,PhD,Providence,F,0.0,0,0.0,3,Research Scientist,06/20,02/23,Software Engineer,04/18,01/19,Software Tester,11/15,10/19,8.02
152,Providence School,1.39,Bachelors,Miami,F,0.0,1,0.0,0,Data Analyst,07/20,09/23,Software Tester,01/18,02/21,Hardware Engineer,10/14,07/18,2.36
153,UC Berkeley,3.85,Masters,Philadelphia,F,1.0,1,1.0,2,Software Engineer,06/19,02/21,Hardware Engineer,08/17,09/21,Software Engineer,09/14,12/17,5.8
154,Harvard University,3.53,Masters,Las Vegas,F,0.0,1,,0,Software Engineer,05/20,09/21,Research Scientist,02/18,04/19,Research Scientist,06/15,11/18,2.94
155,UCLA,3.12,PhD,Miami,F,,0,0.0,4,Machine Learning Engineer,02/20,04/22,Research Scientist,11/18,05/19,Machine Learning Engineer,02/14,05/18,9.22
156,Providence University,3.71,Bachelors,New York,F,,1,1.0,4,Software Engineer,07/19,06/23,Machine Learning Engineer,04/17,01/20,Software Engineer,10/15,07/18,7.0
157,UC Berkeley,1.41,Bachelors,Los Angeles,F,0.0,0,1.0,1,Hardware Engineer,07/20,09/21,Quantitative Analyst,01/18,11/19,Data Scientist,08/15,03/17,6.11
158,Providence University,1.98,Bachelors,Los Angeles,F,0.0,1,0.0,4,Research Scientist,06/20,06/23,Machine Learning Engineer,02/18,07/19,Quantitative Analyst,01/15,02/17,3.56
159,State Providence College,1.65,PhD,Las Vegas,F,,1,,3,Software Tester,02/20,02/23,Software Tester,10/18,09/21,Data Scientist,10/15,03/18,9.32
