Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
19,Providence College,1.13,Masters,Los Angeles,,0.0,1,,2,Hardware Engineer,06/20,09/21,Quantitative Analyst,08/17,09/19,Quantitative Analyst,12/14,02/19,5.71
20,Harvard University,1.29,PhD,Las Vegas,,1.0,0,0.0,2,Quantitative Analyst,01/20,06/22,Data Scientist,11/18,11/20,Research Scientist,08/16,08/17,2.75
21,Northeastern University,1.76,PhD,Miami,,1.0,0,,2,Software Tester,01/19,09/22,Software Engineer,04/18,10/20,Machine Learning Engineer,04/16,05/17,1.05
22,Brown University,3.08,Masters,Chicago,F,,0,1.0,2,Data Analyst,06/19,04/22,Machine Learning Engineer,05/18,03/19,Data Scientist,02/16,11/19,5.63
23,UCLA,1.16,Masters,Chicago,F,1.0,1,0.0,2,Software Tester,12/19,02/21,Software Engineer,07/17,12/20,Machine Learning Engineer,09/15,09/18,9.98
24,Harvard University,2.48,Masters,Los Angeles,F,1.0,0,1.0,4,Machine Learning Engineer,02/20,06/23,Data Analyst,12/16,10/21,Data Scientist,12/13,02/18,3.99
25,Providence College,1.79,PhD,Los Angeles,F,1.0,0,,2,Software Tester,12/19,08/22,Data Scientist,09/17,09/20,Software Tester,09/14,09/17,4.75
26,Boston College,3.78,Bachelors,Washington,F,1.0,0,0.0,2,Data Scientist,05/20,07/21,Software Engineer,12/16,10/19,Software Tester,12/14,06/19,5.91
27,UC Berkeley,1.96,PhD,Miami,,0.0,1,1.0,2,Software Tester,08/19,06/23,Hardware Engineer,07/17,10/19,Data Analyst,07/14,08/17,9.68
28,Providence University,3.24,Bachelors,San Francisco,F,1.0,1,,2,Data Scientist,04/20,10/23,Quantitative Analyst,07/18,03/20,Data Analyst,03/14,01/19,0.49
29,UCLA,2.02,Masters,Miami,F,0.0,1,0.0,4,Hardware Engineer,03/19,02/21,Machine Learning Engineer,07/18,10/21,Software Engineer,07/16,10/17,3.0
30,Boston University,1.07,Bachelors,Boston,,0.0,0,1.0,2,Hardware Engineer,02/20,05/22,Hardware Engineer,12/16,07/19,Software Tester,03/16,07/17,1.28
31,Boston College,1.94,Bachelors,Los Angeles,F,,0,1.0,2,Machine Learning Engineer,03/19,01/21,Data Scientist,11/18,03/20,Research Scientist,04/14,02/17,9.68
32,UC Berkeley,3.17,PhD,Los Angeles,,,0,1.0,2,Data Analyst,10/19,05/23,Quantitative Analyst,07/18,07/21,Quantitative Analyst,03/14,09/19,5.65
33,University of Rhode Island,3.19,PhD,New York,F,,1,1.0,2,Data Analyst,09/19,11/22,Hardware Engineer,06/17,09/20,Hardware Engineer,03/16,09/18,6.37
34,Harvard University,2.43,Bachelors,Las Vegas,F,0.0,1,,2,Quantitative Analyst,05/20,10/23,Quantitative Analyst,09/17,07/21,Hardware Engineer,10/15,04/19,7.7
35,Boston University,2.51,PhD,Los Angeles,M,0.0,1,1.0,2,Quantitative Analyst,02/20,09/21,Hardware Engineer,07/18,06/19,Hardware Engineer,10/16,07/18,6.54
36,State Providence College,1.01,Masters,Washington,F,0.0,0,,2,Hardware Engineer,06/20,10/23,Data Scientist,05/17,02/20,Software Tester,04/14,07/19,2.0
37,Brown University,2.98,Masters,Chicago,F,1.0,1,0.0,2,Research Scientist,08/19,01/23,Hardware Engineer,05/18,07/19,Software Tester,06/15,04/19,3.86
38,Boston University,1.3,PhD,San Francisco,F,1.0,0,1.0,2,Software Engineer,03/20,12/21,Research Scientist,05/18,08/21,Research Scientist,03/15,10/17,8.54
39,Providence University,1.22,Bachelors,Miami,M,,0,,2,Research Scientist,03/20,09/22,Data Analyst,09/18,09/19,Data Scientist,08/14,08/17,3.7
40,Brown University,1.18,PhD,Boston,,0.0,0,,2,Data Scientist,11/20,05/22,Machine Learning Engineer,09/18,09/19,Software Engineer,10/15,04/17,6.53
41,MIT,2.25,Masters,Boston,F,0.0,1,,2,Software Tester,06/19,08/23,Data Analyst,09/17,02/21,Machine Learning Engineer,09/14,03/18,3.66
42,MIT,2.79,PhD,Miami,,1.0,0,0.0,2,Quantitative Analyst,01/19,05/23,Data Analyst,07/17,09/21,Software Engineer,10/16,02/19,2.88
43,Boston College,1.76,Masters,Boston,M,1.0,0,0.0,2,Research Scientist,03/20,10/22,Data Scientist,12/17,08/19,Software Engineer,09/15,01/17,4.01
44,Boston College,2.23,PhD,Chicago,,1.0,0,0.0,1,Data Scientist,07/20,02/22,Software Tester,08/18,12/20,Machine Learning Engineer,09/15,10/18,3.9
45,UCSB,3.47,Masters,Washington,F,1.0,1,0.0,0,Machine Learning Engineer,07/19,01/23,Data Analyst,02/17,11/21,Data Scientist,08/15,02/17,5.02
46,Brown University,3.33,Masters,Boston,F,,1,0.0,2,Machine Learning Engineer,10/20,03/22,Hardware Engineer,04/18,06/19,Data Analyst,10/16,12/17,9.97
47,Brown University,3.15,Masters,San Francisco,F,1.0,1,,2,Software Engineer,03/20,06/21,Data Scientist,12/16,06/21,Data Analyst,05/14,06/18,8.49
48,Northeastern University,2.29,Masters,Chicago,,1.0,1,0.0,2,Quantitative Analyst,11/19,01/23,Research Scientist,03/17,06/20,Machine Learning Engineer,11/15,03/18,4.94
49,University of Rhode Island,1.16,Masters,Boston,M,0.0,0,0.0,2,Data Analyst,05/20,08/22,Quantitative Analyst,03/18,10/20,Research Scientist,09/15,09/18,3.3
50,Boston College,1.99,Bachelors,New York,,1.0,0,1.0,2,Software Tester,07/20,02/21,Software Engineer,02/17,01/21,Machine Learning Engineer,03/14,11/17,8.3
51,Boston University,3.1,Bachelors,Los Angeles,,1.0,1,0.0,2,Quantitative Analyst,06/19,03/21,Quantitative Analyst,02/17,02/20,Software Tester,02/16,01/19,6.02
52,State Providence College,1.97,Bachelors,Washington,,0.0,1,,2,Quantitative Analyst,12/19,07/21,Software Engineer,11/17,09/20,Data Scientist,05/15,08/18,7.1
53,Boston University,2.67,Masters,Miami,M,1.0,0,1.0,2,Data Scientist,03/19,01/22,Hardware Engineer,01/17,06/21,Software Engineer,05/15,03/18,3.54
54,Columbia University,1.27,Bachelors,Miami,F,1.0,0,,2,Data Scientist,02/19,01/21,Data Analyst,07/18,12/19,Quantitative Analyst,11/15,07/18,4.2
55,MIT,2.9,PhD,Las Vegas,F,1.0,0,0.0,2,Software Engineer,06/19,11/21,Machine Learning Engineer,07/17,01/19,Quantitative Analyst,12/13,06/19,1.46
56,UC Berkeley,2.15,Bachelors,Los Angeles,,,0,1.0,2,Data Scientist,05/20,07/23,Quantitative Analyst,04/18,02/20,Software Engineer,09/14,01/17,2.67
57,MIT,1.28,Masters,New York,F,1.0,1,,2,Data Analyst,02/19,04/23,Data Analyst,04/18,01/19,Machine Learning Engineer,07/14,07/18,4.45
58,MIT,2.84,Bachelors,Boston,F,0.0,0,,2,Hardware Engineer,05/19,01/22,Machine Learning Engineer,03/18,10/20,Machine Learning Engineer,02/14,07/19,2.99
59,Providence College,3.63,Bachelors,San Francisco,M,,0,0.0,2,Hardware Engineer,12/19,07/21,Data Analyst,05/17,05/20,Machine Learning Engineer,07/14,11/18,1.85
60,University of Rhode Island,2.22,Masters,Providence,M,0.0,1,1.0,2,Quantitative Analyst,07/20,02/21,Quantitative Analyst,03/17,07/21,Research Scientist,04/16,12/17,4.19
61,Columbia University,2.65,Bachelors,Miami,,,1,0.0,2,Quantitative Analyst,11/19,09/22,Quantitative Analyst,07/17,03/20,Data Scientist,04/16,09/18,6.5
62,Providence College,3.95,Bachelors,Providence,F,1.0,0,,2,Quantitative Analyst,09/19,08/21,Data Analyst,08/17,11/20,Quantitative Analyst,10/16,01/19,5.7
63,Boston University,2.64,Bachelors,Boston,,1.0,0,0.0,2,Software Tester,08/20,05/22,Machine Learning Engineer,08/18,04/19,Research Scientist,05/15,03/18,6.84
64,Providence State University,1.66,Bachelors,New York,M,,0,,2,Software Tester,11/20,01/22,Hardware Engineer,07/17,10/21,Software Tester,12/14,05/19,2.43
65,Bryant University,2.34,Bachelors,Providence,M,,1,0.0,2,Quantitative Analyst,05/20,12/21,Machine Learning Engineer,05/17,09/20,Research Scientist,07/16,11/19,0.07
66,Brown University,3.71,Bachelors,Chicago,M,0.0,1,,2,Software Engineer,12/19,03/22,Machine Learning Engineer,04/17,10/20,Software Tester,03/14,05/18,7.01
67,Providence University,2.76,Masters,Providence,F,,1,0.0,2,Data Scientist,08/19,08/22,Data Scientist,04/17,01/19,Research Scientist,05/15,10/17,1.15
68,Columbia University,2.99,Bachelors,Chicago,M,0.0,1,1.0,2,Quantitative Analyst,12/19,07/22,Software Tester,09/17,01/21,Machine Learning Engineer,09/15,09/17,1.89
69,Harvard University,1.51,PhD,Las Vegas,,,1,,2,Data Analyst,05/19,07/21,Software Tester,12/16,09/20,Software Tester,09/14,01/19,0.34
70,Providence School,2.82,Bachelors,Los Angeles,F,,0,0.0,2,Hardware Engineer,04/20,01/21,Software Engineer,11/17,02/20,Software Engineer,10/15,07/18,4.96
71,MIT,3.68,PhD,Chicago,F,0.0,0,1.0,2,Machine Learning Engineer,11/20,07/22,Machine Learning Engineer,04/17,12/20,Hardware Engineer,11/14,07/18,2.05
72,Columbia University,3.52,Bachelors,Boston,M,0.0,1,,2,Data Scientist,02/19,09/23,Hardware Engineer,06/18,08/21,Quantitative Analyst,03/14,11/18,7.63
73,Providence School,2.17,PhD,Miami,F,,0,1.0,2,Quantitative Analyst,05/20,05/22,Data Analyst,11/18,03/21,Software Engineer,02/14,10/19,5.25
74,State Providence College,2.55,PhD,Boston,,1.0,1,,2,Software Engineer,03/19,10/23,Software Engineer,02/18,06/21,Quantitative Analyst,05/15,07/17,8.49
75,Brown University,3.58,Bachelors,Washington,F,0.0,0,0.0,2,Software Engineer,12/19,03/21,Quantitative Analyst,03/17,10/19,Software Engineer,12/15,10/19,1.73
76,Boston College,2.75,Masters,Miami,,1.0,0,,2,Research Scientist,08/20,08/21,Data Scientist,06/18,12/20,Machine Learning Engineer,12/13,11/19,6.05
77,UCSB,2.97,PhD,Providence,,0.0,0,0.0,2,Quantitative Analyst,03/20,04/21,Software Tester,04/18,09/21,Software Engineer,06/15,07/19,4.66
78,Providence University,2.67,Bachelors,Washington,F,0.0,0,,2,Research Scientist,05/20,04/21,Quantitative Analyst,03/17,03/19,Research Scientist,08/16,01/18,4.21
79,Providence State University,3.19,PhD,Providence,M,1.0,0,,2,Research Scientist,03/19,04/21,Data Analyst,03/17,12/20,Software Engineer,05/15,06/19,1.16
80,MIT,3.65,Bachelors,Las Vegas,F,,0,0.0,2,Machine Learning Engineer,04/19,09/22,Software Tester,05/17,03/19,Data Scientist,10/16,07/18,3.1
81,University of Rhode Island,1.22,PhD,Philadelphia,F,,1,,2,Hardware Engineer,05/19,10/21,Data Scientist,02/18,05/20,Data Analyst,06/16,07/17,8.68
82,Brown University,2.03,PhD,San Francisco,,1.0,1,0.0,2,Software Tester,02/19,04/23,Data Scientist,01/18,01/20,Data Analyst,11/16,08/19,6.27
83,Providence University,3.36,Masters,Miami,F,,0,,2,Data Analyst,04/19,01/23,Software Tester,08/17,06/21,Hardware Engineer,03/16,03/18,5.0
84,Providence School,3.1,Bachelors,Boston,F,,0,,2,Hardware Engineer,09/19,10/21,Machine Learning Engineer,09/18,06/19,Software Tester,01/16,05/18,6.01
85,Providence University,2.47,PhD,New York,M,0.0,1,,2,Data Analyst,09/19,03/22,Hardware Engineer,06/18,12/20,Data Analyst,09/14,07/17,3.36
86,Providence School,2.23,PhD,San Francisco,F,1.0,0,0.0,2,Data Analyst,11/19,10/22,Research Scientist,12/16,12/19,Data Analyst,05/15,09/18,2.71
87,Providence University,3.7,Bachelors,Providence,M,0.0,1,1.0,2,Research Scientist,05/19,11/23,Software Tester,01/17,04/21,Data Scientist,01/16,10/19,1.83
88,Bryant University,3.06,PhD,Los Angeles,M,1.0,1,0.0,2,Data Scientist,07/19,05/21,Machine Learning Engineer,11/17,06/21,Quantitative Analyst,03/15,07/17,2.63
89,Boston University,3.44,PhD,Los Angeles,M,1.0,1,0.0,2,Hardware Engineer,11/19,04/23,Machine Learning Engineer,05/18,10/20,Hardware Engineer,02/16,03/17,2.69
90,Providence College,2.02,PhD,San Francisco,M,,1,0.0,2,Software Engineer,08/19,08/23,Quantitative Analyst,09/18,09/20,Machine Learning Engineer,09/15,09/19,9.27
91,UCLA,3.5,Masters,Chicago,,1.0,0,,2,Quantitative Analyst,02/20,04/22,Machine Learning Engineer,01/17,12/20,Research Scientist,12/13,06/18,6.46
92,Northeastern University,3.93,PhD,Los Angeles,,0.0,0,0.0,2,Software Engineer,06/19,06/21,Software Tester,01/17,01/21,Hardware Engineer,07/15,06/18,7.23
93,Columbia University,2.94,PhD,Providence,,1.0,1,,2,Software Engineer,02/19,02/21,Machine Learning Engineer,05/18,05/20,Data Analyst,06/14,09/19,6.86
94,Boston College,2.47,Masters,Providence,M,,1,,2,Research Scientist,11/20,11/23,Machine Learning Engineer,10/17,04/21,Software Engineer,03/16,05/19,4.02
95,Boston College,1.57,Bachelors,Las Vegas,M,,1,1.0,2,Research Scientist,01/19,05/21,Software Engineer,01/18,05/20,Software Engineer,05/14,11/19,2.05
96,Providence State University,3.92,Masters,Philadelphia,M,0.0,1,0.0,1,Machine Learning Engineer,07/20,10/22,Hardware Engineer,04/18,03/19,Software Engineer,03/15,06/19,7.71
97,Providence College,3.57,PhD,Chicago,,,0,0.0,2,Quantitative Analyst,10/20,03/22,Research Scientist,11/17,07/19,Hardware Engineer,02/15,07/18,7.9
98,Northeastern University,2.42,Masters,Washington,M,,1,0.0,2,Data Scientist,10/19,12/21,Software Engineer,01/18,01/21,Hardware Engineer,05/16,01/19,7.3
99,Harvard University,2.01,Bachelors,Philadelphia,F,,1,1.0,2,Hardware Engineer,05/19,09/23,Machine Learning Engineer,09/17,07/19,Quantitative Analyst,05/16,01/19,7.41
100,Bryant University,2.69,PhD,Providence,M,,0,,2,Quantitative Analyst,02/19,02/22,Machine Learning Engineer,08/17,04/19,Machine Learning Engineer,10/15,07/19,0.28
101,UCLA,1.5,Bachelors,San Francisco,M,0.0,1,,1,Machine Learning Engineer,03/20,04/22,Hardware Engineer,11/18,08/20,Data Analyst,05/15,09/18,1.8
102,UCLA,1.2,Bachelors,New York,F,,1,0.0,4,Data Scientist,04/20,10/23,Research Scientist,07/17,02/21,Machine Learning Engineer,09/16,10/18,5.92
103,Brown University,2.77,PhD,Providence,M,1.0,1,0.0,2,Data Analyst,02/19,11/22,Machine Learning Engineer,09/17,10/19,Research Scientist,05/14,06/19,5.93
104,Bryant University,3.39,Bachelors,Washington,M,1.0,0,1.0,2,Software Engineer,06/19,11/21,Research Scientist,12/17,10/21,Machine Learning Engineer,10/14,08/17,1.88
105,UCSB,3.88,PhD,San Francisco,,0.0,0,,2,Quantitative Analyst,05/19,01/23,Research Scientist,09/18,02/21,Data Scientist,11/16,07/17,3.07
106,Boston University,2.79,Masters,Boston,,0.0,0,0.0,2,Software Engineer,07/20,10/21,Machine Learning Engineer,12/16,07/19,Research Scientist,06/16,12/17,9.19
107,Providence School,3.25,Masters,Providence,M,,0,,2,Software Tester,07/19,04/22,Hardware Engineer,10/17,01/19,Machine Learning Engineer,11/15,01/19,5.45
108,Providence College,3.75,PhD,Los Angeles,,1.0,1,,2,Hardware Engineer,06/19,11/22,Hardware Engineer,09/18,07/21,Software Tester,01/15,08/17,2.56
109,UCLA,1.61,PhD,Los Angeles,F,,1,1.0,2,Data Scientist,06/19,09/21,Hardware Engineer,03/17,06/19,Quantitative Analyst,12/15,11/19,2.53
110,MIT,1.24,Bachelors,Chicago,,0.0,0,1.0,2,Quantitative Analyst,12/19,02/22,Data Scientist,09/17,06/21,Data Scientist,04/15,03/17,2.72
111,Boston University,3.93,PhD,Providence,F,0.0,0,0.0,2,Machine Learning Engineer,07/20,09/23,Quantitative Analyst,01/18,11/19,Machine Learning Engineer,05/15,01/19,4.82
112,Boston College,3.06,Masters,Philadelphia,M,0.0,0,1.0,2,Software Engineer,11/20,01/22,Hardware Engineer,10/18,01/19,Quantitative Analyst,07/14,10/17,0.32
113,University of Rhode Island,2.92,Masters,Las Vegas,F,1.0,0,1.0,1,Data Scientist,12/18,11/21,Machine Learning Engineer,02/18,04/20,Data Scientist,09/16,05/19,7.91
114,Columbia University,3.75,Masters,Boston,F,0.0,1,,2,Software Tester,09/20,07/21,Machine Learning Engineer,10/18,05/20,Data Scientist,09/15,09/17,2.41
115,UC Berkeley,2.05,PhD,Washington,M,,1,,3,Data Analyst,01/19,09/23,Quantitative Analyst,12/17,10/19,Hardware Engineer,09/16,09/17,1.02
116,University of Rhode Island,2.19,Masters,Las Vegas,M,1.0,0,1.0,2,Data Scientist,06/19,08/23,Machine Learning Engineer,06/17,03/21,Data Analyst,10/15,11/19,2.65
117,UC Berkeley,1.89,Bachelors,Providence,F,,1,,2,Software Tester,01/19,01/23,Data Scientist,12/17,05/20,Quantitative Analyst,11/16,04/18,5.86
118,Providence College,2.19,PhD,Boston,,1.0,0,0.0,2,Quantitative Analyst,01/19,01/22,Software Tester,06/17,04/19,Software Engineer,02/14,02/17,1.47
119,Brown University,2.91,Masters,Washington,,0.0,0,1.0,2,Data Analyst,01/20,08/23,Machine Learning Engineer,09/18,03/20,Research Scientist,10/16,04/17,7.68
120,UCSB,3.97,Masters,Washington,F,0.0,0,,2,Hardware Engineer,07/19,07/22,Machine Learning Engineer,08/17,12/20,Machine Learning Engineer,12/14,03/17,8.85
121,UC Berkeley,1.75,Masters,San Francisco,,1.0,0,1.0,2,Machine Learning Engineer,08/19,03/21,Data Analyst,05/18,02/20,Quantitative Analyst,05/16,07/17,7.47
122,Providence College,1.99,Masters,Chicago,,,0,,2,Software Engineer,02/19,05/22,Data Scientist,07/18,07/19,Quantitative Analyst,09/14,07/19,5.57
123,Providence University,1.31,Masters,New York,F,,0,,2,Data Scientist,10/19,12/21,Hardware Engineer,09/18,12/20,Hardware Engineer,02/16,08/19,4.02
124,University of Rhode Island,3.24,PhD,Los Angeles,,,1,1.0,2,Software Tester,07/19,07/23,Data Scientist,10/18,09/21,Software Engineer,12/13,05/19,1.03
125,Columbia University,2.78,PhD,Las Vegas,M,1.0,0,1.0,2,Machine Learning Engineer,02/19,03/21,Data Scientist,03/18,06/20,Software Tester,11/14,11/17,7.85
126,Brown University,2.43,PhD,San Francisco,,0.0,0,,2,Hardware Engineer,01/20,04/22,Machine Learning Engineer,12/16,12/19,Software Engineer,11/16,03/17,5.04
127,MIT,1.62,Masters,Washington,M,,1,1.0,2,Hardware Engineer,10/20,01/21,Hardware Engineer,11/17,10/20,Data Analyst,02/15,05/19,5.77
128,UC Berkeley,3.63,PhD,Chicago,,0.0,0,1.0,2,Data Analyst,10/20,01/23,Research Scientist,12/17,09/19,Data Scientist,08/15,03/17,9.07
129,Providence School,2.85,Bachelors,Boston,M,0.0,0,1.0,2,Hardware Engineer,04/20,01/23,Hardware Engineer,09/17,01/20,Quantitative Analyst,02/16,01/17,0.21
130,UCLA,1.7,Bachelors,Philadelphia,M,0.0,1,0.0,2,Data Analyst,01/19,10/23,Software Engineer,02/18,03/21,Hardware Engineer,05/15,11/17,4.74
131,Boston College,3.35,Bachelors,Washington,M,1.0,1,,2,Data Scientist,06/20,05/23,Data Analyst,06/17,10/21,Hardware Engineer,11/15,05/17,7.24
132,UCLA,1.86,Masters,Las Vegas,,0.0,1,,2,Quantitative Analyst,01/19,08/23,Software Tester,05/17,09/20,Software Tester,07/14,02/19,1.53
133,State Providence College,3.68,Bachelors,Providence,,0.0,0,1.0,2,Data Scientist,04/19,04/23,Hardware Engineer,11/17,07/21,Data Analyst,01/14,03/18,3.64
134,University of Rhode Island,1.2,Masters,Philadelphia,F,1.0,0,,2,Data Scientist,03/20,09/23,Research Scientist,12/17,01/21,Machine Learning Engineer,10/15,11/18,4.96
135,UCSB,1.52,PhD,Miami,M,0.0,1,0.0,2,Data Scientist,09/20,07/23,Software Tester,01/17,03/21,Quantitative Analyst,11/16,06/19,2.92
136,Northeastern University,2.25,PhD,Los Angeles,M,,1,,2,Data Analyst,05/19,03/23,Quantitative Analyst,06/18,09/19,Quantitative Analyst,11/15,06/19,6.49
137,Providence School,1.89,PhD,Los Angeles,F,0.0,0,0.0,1,Research Scientist,11/20,10/21,Software Tester,10/18,11/20,Hardware Engineer,11/16,06/17,9.01
138,University of Rhode Island,1.62,Bachelors,Providence,M,1.0,1,0.0,2,Software Tester,04/20,04/23,Software Tester,02/18,05/19,Machine Learning Engineer,12/14,05/19,2.03
139,UCSB,2.47,Masters,Los Angeles,F,1.0,0,0.0,2,Data Scientist,04/19,01/22,Research Scientist,03/18,09/21,Software Engineer,10/16,04/19,8.49
140,Bryant University,3.33,Masters,New York,,0.0,1,,2,Software Tester,06/19,12/22,Software Tester,06/18,10/20,Data Analyst,07/16,03/17,7.88
141,MIT,2.67,Bachelors,Miami,M,1.0,1,0.0,2,Software Engineer,02/20,04/23,Quantitative Analyst,11/17,06/19,Quantitative Analyst,07/14,12/18,7.03
142,Bryant University,3.81,Bachelors,Washington,M,,0,1.0,2,Data Analyst,06/19,04/23,Research Scientist,10/18,10/20,Software Tester,03/15,10/17,3.58
143,Providence School,2.27,Bachelors,Boston,F,1.0,1,1.0,2,Machine Learning Engineer,01/20,01/21,Quantitative Analyst,05/17,02/20,Software Tester,06/14,08/17,5.19
144,Bryant University,1.35,Bachelors,Las Vegas,F,1.0,1,,2,Research Scientist,09/19,07/21,Hardware Engineer,01/17,04/20,Software Engineer,05/15,08/19,8.12
145,UCSB,1.54,PhD,Philadelphia,,0.0,0,,2,Hardware Engineer,08/19,03/21,Software Tester,04/18,08/20,Hardware Engineer,02/14,07/17,1.23
146,Brown University,3.39,Masters,Los Angeles,,1.0,0,1.0,2,Quantitative Analyst,11/20,08/22,Data Analyst,07/18,04/20,Data Scientist,04/16,01/17,3.09
147,Boston University,3.46,Bachelors,Miami,M,1.0,0,1.0,2,Hardware Engineer,07/20,11/23,Hardware Engineer,11/18,11/21,Software Tester,01/15,07/17,2.44
148,Brown University,1.69,Bachelors,Boston,F,1.0,1,0.0,2,Hardware Engineer,04/19,02/22,Data Scientist,02/18,04/21,Data Analyst,06/16,11/17,4.42
149,Providence College,2.49,Bachelors,Boston,F,,0,0.0,2,Data Scientist,09/20,07/22,Quantitative Analyst,03/17,09/21,Research Scientist,12/13,05/19,0.96
150,State Providence College,1.35,Bachelors,Providence,,0.0,0,1.0,2,Research Scientist,05/20,05/23,Software Tester,03/17,08/20,Machine Learning Engineer,09/15,02/18,1.07
151,Providence University,3.38,PhD,Providence,,0.0,0,0.0,3,Research Scientist,06/20,02/23,Software Engineer,04/18,01/19,Software Tester,11/15,10/19,7.7
152,Providence School,1.39,Bachelors,Miami,F,0.0,1,0.0,0,Data Analyst,07/20,09/23,Software Tester,01/18,02/21,Hardware Engineer,10/14,07/18,5.67
153,UC Berkeley,3.85,Masters,Philadelphia,M,1.0,1,1.0,2,Software Engineer,06/19,02/21,Hardware Engineer,08/17,09/21,Software Engineer,09/14,12/17,4.07
154,Harvard University,3.53,Masters,Las Vegas,F,0.0,1,,2,Software Engineer,05/20,09/21,Research Scientist,02/18,04/19,Research Scientist,06/15,11/18,9.34
155,UCLA,3.12,PhD,Miami,,,0,0.0,2,Machine Learning Engineer,02/20,04/22,Research Scientist,11/18,05/19,Machine Learning Engineer,02/14,05/18,5.17
156,Providence University,3.71,Bachelors,New York,,,1,1.0,2,Software Engineer,07/19,06/23,Machine Learning Engineer,04/17,01/20,Software Engineer,10/15,07/18,0.84
157,UC Berkeley,1.41,Bachelors,Los Angeles,F,0.0,0,1.0,1,Hardware Engineer,07/20,09/21,Quantitative Analyst,01/18,11/19,Data Scientist,08/15,03/17,0.28
158,Providence University,1.98,Bachelors,Los Angeles,F,0.0,1,0.0,2,Research Scientist,06/20,06/23,Machine Learning Engineer,02/18,07/19,Quantitative Analyst,01/15,02/17,4.66
159,State Providence College,1.65,PhD,Las Vegas,F,,1,,2,Software Tester,02/20,02/23,Software Tester,10/18,09/21,Data Scientist,10/15,03/18,10.0
160,Providence State University,1.71,Bachelors,Los Angeles,F,,0,1.0,2,Research Scientist,01/20,12/22,Data Scientist,03/18,07/19,Data Analyst,08/16,02/17,8.6
